customer_id,platform,subscription_plan,city,age_group,primary_device,fav_genre,payment_method,tenure_months,monthly_charge_inr,avg_watch_hrs_week,num_profiles,login_failures,payment_failures,support_tickets,nps_score,churned
OTT00381,SonyLIV,Sports Pack,Surat,18-25,Tablet,Movies,Wallet,5,699.0,6.5,3,2,0,0,7.0,0
OTT00648,Hotstar,Premium 4K,Nagpur,55+,Tablet,Reality Shows,UPI,31,899.0,20.8,1,6,2,3,0.0,0
OTT02462,SonyLIV,Premium HD,Bengaluru,26-35,Smart TV,Comedy,Credit Card,13,499.0,23.7,2,2,0,3,2.0,0
OTT01983,Hotstar,Super,Bengaluru,46-55,Laptop,Thriller,Net Banking,48,299.0,4.4,3,1,0,1,3.0,0
OTT00555,ShemarooMe,Free,Surat,26-35,Tablet,Kids,Credit Card,28,0.0,20.0,1,2,2,0,9.0,0
OTT00254,MX Player,MX Gold,Hyderabad,46-55,Tablet,Kids,Debit Card,29,99.0,6.6,1,3,1,5,0.0,0
OTT00023,Prime Video India,Quarterly,Pune,26-35,Fire Stick,Comedy,Debit Card,43,459.0,10.5,2,4,2,1,6.0,0
OTT00388,Netflix India,Premium,Lucknow,36-45,Tablet,Thriller,Debit Card,45,499.0,10.4,3,5,4,3,10.0,0
OTT00129,ShemarooMe,Gold,Hyderabad,55+,Fire Stick,Sports,Net Banking,25,99.0,0.8,5,6,3,0,6.0,0
OTT01455,Aha,Premium,Bengaluru,55+,Smart TV,Kids,Wallet,45,499.0,16.7,5,2,1,5,9.0,0
OTT01539,SonyLIV,Premium HD,Surat,18-25,Mobile,Drama,Wallet,25,499.0,2.9,2,1,0,2,3.0,0
OTT00585,Aha,Premium+,Jaipur,18-25,Smart TV,Sports,Debit Card,46,299.0,1.6,5,0,2,0,3.0,1
OTT00627,Aha,Premium+,Pune,36-45,Fire Stick,Reality Shows,Wallet,22,299.0,12.3,5,0,2,1,6.0,1
OTT02924,Prime Video India,Monthly,Pune,55+,Smart TV,Thriller,UPI,35,179.0,16.8,2,0,1,4,8.0,0
OTT01165,Voot,Free,Lucknow,26-35,Fire Stick,Drama,UPI,42,0.0,0.8,1,1,1,2,2.0,1
OTT01407,MX Player,Free,Jaipur,36-45,Fire Stick,Drama,Wallet,21,0.0,10.0,4,1,4,0,0.0,0
OTT02162,Netflix India,Mobile,Pune,18-25,Mobile,Comedy,Wallet,41,199.0,12.3,3,6,4,5,6.0,0
OTT00043,Hotstar,Premium,Bengaluru,55+,Tablet,Kids,Net Banking,37,499.0,1.5,4,4,3,5,2.0,0
OTT02071,ShemarooMe,Gold,Lucknow,18-25,Mobile,Kids,Credit Card,18,99.0,11.6,3,2,1,0,5.0,0
OTT00221,Zee5,Club & Cinema,Lucknow,26-35,Mobile,Comedy,Debit Card,5,249.0,22.4,5,6,0,4,8.0,0
OTT00345,Prime Video India,Annual,Nagpur,26-35,Laptop,Sports,UPI,37,1499.0,0.9,2,4,1,0,4.0,1
OTT02344,Hotstar,Premium,Pune,18-25,Tablet,Movies,Net Banking,15,499.0,13.9,3,2,0,4,0.0,0
OTT02972,MX Player,Free,Hyderabad,36-45,Tablet,Comedy,Net Banking,40,0.0,24.1,5,0,4,1,7.0,0
OTT02066,JioCinema,Premium,Nagpur,55+,Laptop,Sports,Credit Card,42,499.0,3.0,4,0,2,4,5.0,1
OTT00141,Netflix India,Premium,Mumbai,46-55,Fire Stick,Sports,Net Banking,36,499.0,13.0,3,2,0,4,9.0,0
OTT02013,SonyLIV,Premium SD,Ahmedabad,26-35,Tablet,Comedy,UPI,41,299.0,12.0,3,2,4,5,3.0,0
OTT00341,JioCinema,Premium,Delhi,26-35,Tablet,Kids,Net Banking,25,499.0,9.6,4,2,2,2,4.0,0
OTT02616,Aha,Premium+,Mumbai,46-55,Laptop,Drama,Debit Card,20,299.0,7.9,4,6,4,2,4.0,0
OTT00540,Voot,Free,ahmedabad,46-55,Mobile,Movies,Net Banking,37,0.0,22.4,2,2,3,2,6.0,0
OTT01134,Voot,Free,Pune,36-45,Fire Stick,Drama,Credit Card,45,0.0,18.8,5,4,4,1,1.0,1
OTT00466,SonyLIV,Sports Pack,Pune,46-55,Fire Stick,Thriller,Net Banking,6,699.0,20.0,1,4,1,4,5.0,0
OTT00424,Netflix India,Premium,surat,36-45,Laptop,Comedy,Wallet,12,499.0,6.5,5,1,0,2,0.0,0
OTT01283,Zee5,Club,Chennai,46-55,Tablet,Sports,Debit Card,45,99.0,4.9,5,2,3,2,6.0,0
OTT01400,SonyLIV,Free,Kolkata,55+,Mobile,Comedy,Wallet,32,0.0,3.5,3,6,4,3,4.0,0
OTT02732,Netflix India,Premium,hyderabad,55+,Mobile,Reality Shows,Net Banking,7,499.0,17.1,5,1,0,0,7.0,0
OTT00433,JioCinema,Premium,Delhi,36-45,Mobile,Movies,Wallet,32,499.0,8.3,2,1,0,3,6.0,0
OTT02229,Aha,Premium+,Pune,18-25,Tablet,Kids,Net Banking,23,299.0,22.2,4,2,0,0,9.0,0
OTT02145,Voot,Voot Select,Chennai,46-55,Smart TV,Reality Shows,Net Banking,39,199.0,7.1,5,0,0,3,8.0,0
OTT00754,Voot,Free,Chennai,26-35,Laptop,Movies,Net Banking,44,0.0,18.9,4,3,4,2,7.0,0
OTT02020,Hotstar,Super,Bengaluru,55+,Laptop,Movies,Debit Card,7,299.0,2.0,4,3,3,1,5.0,1
OTT00361,JioCinema,Premium 4K,Jaipur,36-45,Smart TV,Comedy,Debit Card,25,899.0,8.4,2,0,3,5,1.0,0
OTT02652,Zee5,Club & Cinema,Bengaluru,18-25,Tablet,Movies,Credit Card,40,249.0,7.1,5,3,0,5,8.0,0
OTT00829,MX Player,MX Gold,Nagpur,36-45,Laptop,Thriller,Net Banking,22,99.0,3.0,3,1,4,4,8.0,1
OTT00251,MX Player,MX Gold,Nagpur,55+,Laptop,Reality Shows,Credit Card,6,99.0,10.8,3,6,4,4,3.0,1
OTT00527,Aha,Lite,Pune,36-45,Tablet,Kids,Debit Card,12,79.0,11.7,2,4,1,4,5.0,0
OTT02709,Prime Video India,Annual,Lucknow,18-25,Fire Stick,Comedy,Wallet,8,1499.0,15.0,2,5,4,5,10.0,0
OTT00625,MX Player,MX Gold,Ahmedabad,55+,Laptop,Movies,Wallet,14,99.0,12.0,2,4,0,5,0.0,0
OTT01999,Aha,Premium,Pune,55+,Smart TV,Thriller,Wallet,26,499.0,11.3,3,5,2,3,3.0,1
OTT01511,ShemarooMe,Gold,Delhi,55+,Smart TV,Comedy,Debit Card,43,99.0,3.7,5,2,1,0,9.0,0
OTT01520,Aha,Premium+,Lucknow,18-25,Smart TV,Sports,Net Banking,27,299.0,17.3,3,6,3,0,7.0,0
OTT00121,MX Player,MX Gold,nagpur,36-45,Smart TV,Sports,Wallet,36,99.0,16.5,4,2,2,3,10.0,0
OTT00422,HOTSTAR,Premium 4K,Chennai,46-55,Tablet,Drama,Wallet,4,899.0,7.9,1,0,3,0,10.0,0
OTT00892,Hotstar,Premium 4K,Hyderabad,55+,Tablet,Movies,UPI,48,899.0,0.7,3,1,4,3,1.0,1
OTT00441,Hotstar,Mobile,Bengaluru,46-55,Smart TV,Sports,Wallet,19,149.0,16.3,3,5,2,5,7.0,0
OTT01864,Zee5,Club & Cinema,Mumbai,26-35,Fire Stick,Movies,Credit Card,31,249.0,7.8,2,6,3,0,1.0,1
OTT00830,MX Player,Free,Ahmedabad,18-25,Tablet,Sports,Wallet,11,0.0,6.2,2,1,1,1,0.0,1
OTT02839,JioCinema,Premium,Delhi,26-35,Mobile,Reality Shows,UPI,26,499.0,10.0,1,2,0,3,5.0,0
OTT02190,Voot,Voot Select,Hyderabad,26-35,Smart TV,Drama,Wallet,31,199.0,21.5,1,1,3,0,10.0,0
OTT02160,ShemarooMe,Free,Ahmedabad,36-45,Tablet,Movies,Debit Card,16,0.0,7.3,1,2,3,1,6.0,0
OTT00310,Voot,Free,Surat,46-55,Tablet,Movies,Credit Card,4,0.0,4.6,5,2,3,3,6.0,1
OTT02443,Prime Video India,Quarterly,Nagpur,36-45,Fire Stick,Kids,UPI,6,459.0,10.1,4,5,4,3,1.0,1
OTT01695,Netflix India,Standard,Lucknow,18-25,Fire Stick,Sports,Net Banking,40,499.0,9.4,1,3,0,3,4.0,0
OTT01851,Zee5,Club & Cinema,Mumbai,36-45,Laptop,Sports,UPI,30,249.0,11.9,3,1,1,1,0.0,0
OTT01724,Prime Video India,Annual,Kolkata,26-35,Fire Stick,Kids,Wallet,36,1499.0,19.1,2,2,0,0,8.0,0
OTT00636,Netflix India,Premium,Mumbai,18-25,Laptop,Movies,UPI,18,499.0,9.0,5,1,4,5,7.0,0
OTT01844,Netflix India,Basic,Pune,55+,Mobile,Kids,Net Banking,3,199.0,7.2,3,2,4,2,1.0,0
OTT01557,ShemarooMe,Gold,Pune,26-35,Laptop,Comedy,Net Banking,42,99.0,20.9,5,3,0,1,3.0,0
OTT00106,SonyLIV,Sports Pack,Chennai,18-25,Mobile,Movies,Wallet,12,699.0,23.4,2,6,3,3,0.0,0
OTT00481,ShemarooMe,Gold,Nagpur,55+,Fire Stick,Comedy,Net Banking,36,99.0,7.1,4,1,0,2,5.0,0
OTT01178,MX Player,MX Gold,Surat,46-55,Smart TV,Drama,Net Banking,18,99.0,22.9,1,1,4,1,9.0,0
OTT02159,SonyLIV,Premium SD,Pune,55+,Laptop,Reality Shows,UPI,15,299.0,23.8,1,2,3,1,0.0,0
OTT00060,SonyLIV,Premium HD,Mumbai,26-35,Laptop,Drama,Credit Card,12,499.0,3.2,2,0,1,2,0.0,0
OTT00486,Prime Video India,Monthly,Chennai,55+,Mobile,Reality Shows,Wallet,19,179.0,7.8,5,1,2,0,5.0,1
OTT00547,ShemarooMe,Platinum,Mumbai,46-55,Fire Stick,Reality Shows,Debit Card,7,199.0,4.1,4,1,0,0,1.0,1
OTT02617,SonyLIV,Premium SD,Kolkata,36-45,Fire Stick,Comedy,Credit Card,7,199.0,18.2,5,2,3,4,7.0,1
OTT01254,Voot,Voot Select,Chennai,55+,Fire Stick,Reality Shows,Net Banking,33,199.0,24.7,5,1,3,3,10.0,0
OTT00114,Prime Video India,Quarterly,Nagpur,18-25,Mobile,Thriller,Net Banking,35,459.0,9.8,2,3,1,2,3.0,0
OTT00092,Aha,Premium+,Jaipur,36-45,Smart TV,Kids,Debit Card,15,299.0,9.0,3,6,2,0,8.0,1
OTT01587,PRIME VIDEO INDIA,Annual,Bengaluru,26-35,Mobile,Thriller,Credit Card,23,1499.0,24.2,3,0,3,0,9.0,0
OTT01988,MX Player,Free,Pune,36-45,Smart TV,Movies,Wallet,24,0.0,10.4,1,0,4,3,7.0,1
OTT01287,ShemarooMe,Platinum,Jaipur,18-25,Mobile,Reality Shows,Wallet,35,199.0,19.8,2,0,3,2,1.0,0
OTT02718,ShemarooMe,Gold,Ahmedabad,18-25,Smart TV,Comedy,Credit Card,27,99.0,21.1,1,6,3,1,5.0,0
OTT00993,SONYLIV,Premium HD,Jaipur,36-45,Laptop,Kids,Credit Card,14,499.0,19.8,3,6,1,5,10.0,0
OTT00143,Prime Video India,Monthly,Surat,18-25,Smart TV,Thriller,Net Banking,21,179.0,24.5,5,4,2,2,4.0,0
OTT01251,Voot,Free,Mumbai,46-55,Smart TV,Sports,Credit Card,25,0.0,20.7,5,2,4,3,5.0,0
OTT02567,Netflix India,Premium,Jaipur,55+,Smart TV,Kids,Net Banking,11,499.0,4.6,5,2,3,4,8.0,0
OTT02866,MX Player,Free,Surat,26-35,Tablet,Reality Shows,Wallet,36,0.0,4.9,1,1,0,1,9.0,0
OTT01706,Prime Video India,Annual,Hyderabad,26-35,Smart TV,Drama,Credit Card,24,1499.0,0.9,2,3,4,0,1.0,0
OTT01869,JioCinema,Premium,Hyderabad,26-35,Tablet,Sports,Credit Card,31,499.0,20.0,3,4,1,1,2.0,0
OTT00402,SonyLIV,Sports Pack,Kolkata,46-55,Mobile,Sports,Net Banking,34,699.0,18.6,2,4,2,4,1.0,0
OTT00723,Aha,Lite,Delhi,26-35,Laptop,Movies,UPI,24,79.0,2.2,4,2,4,5,2.0,0
OTT02116,ShemarooMe,Gold,Surat,46-55,Tablet,Kids,Credit Card,29,199.0,19.7,3,0,2,0,5.0,0
OTT00512,Hotstar,Premium 4K,Nagpur,26-35,Tablet,Sports,Debit Card,28,899.0,17.2,5,5,4,2,7.0,0
OTT01908,MX Player,MX Gold,Delhi,46-55,Smart TV,Sports,UPI,21,99.0,11.8,1,6,2,1,1.0,0
OTT00881,Aha,Lite,Bengaluru,46-55,Fire Stick,Sports,Credit Card,35,79.0,19.2,2,2,1,3,7.0,0
OTT00916,HOTSTAR,Premium,Nagpur,36-45,Fire Stick,Drama,Debit Card,38,499.0,6.3,5,6,0,5,8.0,0
OTT00359,ShemarooMe,Platinum,Kolkata,36-45,Fire Stick,Drama,Debit Card,23,199.0,19.3,5,0,2,0,4.0,1
OTT01073,Zee5,Club & Cinema,Jaipur,46-55,Fire Stick,Comedy,Credit Card,13,249.0,6.4,4,4,4,1,10.0,0
OTT02313,Zee5,Club & Cinema,Chennai,26-35,Mobile,Thriller,Wallet,38,249.0,2.4,2,6,0,2,8.0,0
OTT01153,MX Player,Free,Pune,26-35,Smart TV,Sports,Credit Card,18,0.0,6.8,2,4,0,1,9.0,0
OTT00289,Voot,Voot Select,Mumbai,26-35,Smart TV,Movies,Debit Card,1,199.0,3.3,5,3,2,5,5.0,0
OTT00244,Zee5,Club,Pune,18-25,Laptop,Thriller,Wallet,48,99.0,8.7,3,4,2,4,5.0,0
OTT02900,Hotstar,Mobile,Chennai,55+,Fire Stick,Drama,Debit Card,1,149.0,22.0,2,1,1,0,1.0,0
OTT02242,SonyLIV,Premium SD,hyderabad,18-25,Fire Stick,Reality Shows,UPI,1,299.0,7.4,5,6,1,1,3.0,0
OTT02877,Voot,Voot Select,Kolkata,55+,Smart TV,Kids,UPI,39,199.0,18.3,4,4,1,2,5.0,0
OTT00078,Netflix India,Basic,Ahmedabad,36-45,Tablet,Comedy,Wallet,35,199.0,6.4,5,2,1,5,7.0,0
OTT01029,SonyLIV,Premium SD,Chennai,26-35,Laptop,Reality Shows,Credit Card,27,199.0,4.4,2,0,1,1,10.0,0
OTT01285,ShemarooMe,Platinum,Lucknow,26-35,Laptop,Drama,Debit Card,22,199.0,18.8,4,1,2,5,2.0,0
OTT01089,Prime Video India,Monthly,Pune,26-35,Fire Stick,Thriller,UPI,9,179.0,12.5,4,2,0,1,3.0,0
OTT01617,Prime Video India,Quarterly,Jaipur,36-45,Fire Stick,Kids,Net Banking,22,459.0,12.7,1,2,3,4,1.0,0
OTT01118,Hotstar,Premium,Mumbai,18-25,Fire Stick,Drama,Debit Card,42,499.0,4.9,3,3,3,1,2.0,0
OTT02491,HOTSTAR,Mobile,Ahmedabad,36-45,Smart TV,Sports,Wallet,18,149.0,5.1,1,5,2,1,7.0,0
OTT00551,Netflix India,Basic,Bengaluru,18-25,Fire Stick,Movies,Net Banking,1,199.0,16.8,3,0,2,1,6.0,0
OTT02103,ShemarooMe,Gold,Ahmedabad,46-55,Tablet,Movies,Credit Card,5,99.0,23.0,3,2,4,1,3.0,0
OTT02241,JioCinema,Premium 4K,Hyderabad,18-25,Fire Stick,Reality Shows,Wallet,8,899.0,9.5,3,2,4,0,8.0,0
OTT01216,JioCinema,Free,pune,18-25,Laptop,Drama,Credit Card,22,0.0,23.2,4,1,3,0,0.0,1
OTT00408,PRIME VIDEO INDIA,Monthly,Chennai,26-35,Smart TV,Thriller,Wallet,31,179.0,12.8,2,5,0,4,0.0,0
OTT00497,JioCinema,Premium,Pune,46-55,Fire Stick,Movies,Credit Card,44,499.0,13.5,5,1,0,3,8.0,0
OTT02688,Aha,Premium+,Kolkata,55+,Mobile,Kids,Net Banking,30,299.0,12.3,1,2,0,0,0.0,0
OTT01815,Zee5,Club,Delhi,46-55,Laptop,Thriller,Credit Card,46,99.0,12.7,4,3,2,2,3.0,1
OTT01384,SonyLIV,Free,Lucknow,26-35,Smart TV,Drama,Wallet,28,0.0,4.0,5,5,0,0,9.0,0
OTT01286,Prime Video India,Monthly,Pune,26-35,Fire Stick,Drama,Net Banking,21,179.0,7.2,3,3,2,4,10.0,0
OTT01842,ShemarooMe,Gold,Delhi,55+,Fire Stick,Thriller,Wallet,28,99.0,19.0,4,5,1,0,7.0,0
OTT02097,Aha,Lite,Delhi,18-25,Fire Stick,Kids,Wallet,48,79.0,17.1,3,5,0,0,8.0,0
OTT00228,Aha,Premium,Jaipur,55+,Tablet,Thriller,Credit Card,39,499.0,15.0,1,3,3,1,3.0,1
OTT01439,Prime Video India,Quarterly,Lucknow,55+,Fire Stick,Movies,Credit Card,13,459.0,7.1,3,4,2,0,6.0,1
OTT02641,Aha,Premium+,Pune,55+,Smart TV,Thriller,Credit Card,41,299.0,2.7,5,1,1,2,3.0,1
OTT00669,JioCinema,Premium,Pune,18-25,Tablet,Thriller,Credit Card,15,499.0,23.4,4,0,2,1,3.0,1
OTT02916,Voot,Free,Hyderabad,46-55,Laptop,Reality Shows,UPI,21,0.0,4.9,1,0,0,4,5.0,0
OTT00154,SonyLIV,Premium HD,Chennai,55+,Mobile,Movies,Wallet,9,499.0,18.9,3,6,0,0,4.0,0
OTT02653,Voot,Free,Surat,18-25,Laptop,Drama,Wallet,13,0.0,7.5,5,5,3,0,10.0,0
OTT01211,Netflix India,Mobile,Surat,18-25,Fire Stick,Kids,Wallet,33,149.0,18.1,5,3,4,0,9.0,0
OTT01611,ShemarooMe,Platinum,nagpur,18-25,Tablet,Drama,Wallet,6,199.0,24.4,5,4,2,0,8.0,0
OTT01961,Netflix India,Standard,Surat,55+,Laptop,Movies,UPI,44,499.0,21.9,1,0,4,1,9.0,0
OTT00286,Voot,Voot Select,Bengaluru,18-25,Laptop,Movies,Wallet,24,199.0,22.5,1,6,3,4,1.0,1
OTT02254,Voot,Free,Lucknow,18-25,Tablet,Sports,Credit Card,17,0.0,8.7,5,3,3,1,6.0,1
OTT02929,Hotstar,Premium,Jaipur,46-55,Smart TV,Movies,Wallet,13,499.0,16.7,5,0,3,2,7.0,0
OTT01788,Netflix India,Premium,Lucknow,26-35,Smart TV,Drama,Net Banking,47,499.0,22.5,4,1,0,0,5.0,0
OTT01048,SonyLIV,Sports Pack,Nagpur,46-55,Tablet,Movies,Net Banking,29,699.0,16.1,5,6,1,2,7.0,0
OTT00460,MX Player,MX Gold,Delhi,46-55,Mobile,Movies,UPI,27,99.0,11.3,2,6,0,5,9.0,0
OTT00017,Voot,Free,Nagpur,36-45,Smart TV,Kids,Debit Card,9,0.0,7.0,3,1,4,2,1.0,0
OTT01062,Hotstar,Mobile,Mumbai,55+,Fire Stick,Comedy,Wallet,35,149.0,4.9,1,2,2,4,8.0,0
OTT00593,SHEMAROOME,Platinum,Ahmedabad,26-35,Fire Stick,Kids,Wallet,6,199.0,4.2,4,4,4,2,0.0,1
OTT02899,Zee5,Free,ahmedabad,36-45,Laptop,Reality Shows,Debit Card,1,0.0,6.0,2,0,1,3,0.0,1
OTT00133,Netflix India,Premium,Jaipur,55+,Mobile,Drama,Credit Card,38,499.0,10.3,3,4,3,0,8.0,0
OTT00793,ShemarooMe,Platinum,Chennai,55+,Smart TV,Sports,UPI,36,199.0,22.3,5,4,2,1,5.0,0
OTT01547,ZEE5,Club,Chennai,18-25,Laptop,Drama,Credit Card,6,99.0,5.4,5,0,4,0,1.0,0
OTT02431,Hotstar,Super,Ahmedabad,26-35,Mobile,Thriller,UPI,27,299.0,5.0,5,2,3,5,8.0,0
OTT02355,ShemarooMe,Free,Chennai,26-35,Tablet,Reality Shows,Credit Card,28,0.0,9.3,4,0,2,5,7.0,0
OTT01059,Voot,Free,Lucknow,46-55,Laptop,Kids,Net Banking,29,0.0,14.6,1,0,3,4,6.0,0
OTT02801,Hotstar,Premium,Lucknow,46-55,Smart TV,Thriller,Net Banking,1,499.0,16.8,3,3,2,5,3.0,0
OTT01533,Hotstar,Premium 4K,Surat,36-45,Tablet,Sports,Credit Card,10,899.0,18.0,5,5,0,5,2.0,1
OTT02550,Netflix India,Basic,Kolkata,18-25,Tablet,Kids,Net Banking,23,199.0,10.4,1,5,3,2,9.0,1
OTT02594,MX PLAYER,MX Gold,Kolkata,26-35,Mobile,Sports,UPI,31,99.0,2.4,4,3,2,0,7.0,0
OTT01380,ShemarooMe,Platinum,Hyderabad,36-45,Smart TV,Thriller,Wallet,10,199.0,23.0,1,3,3,1,2.0,0
OTT02293,Netflix India,Mobile,Surat,55+,Mobile,Movies,UPI,20,149.0,11.1,1,4,2,2,4.0,0
OTT01205,ShemarooMe,Free,hyderabad,36-45,Mobile,Drama,Net Banking,18,0.0,12.6,4,5,3,4,0.0,0
OTT01231,Hotstar,Premium 4K,Kolkata,18-25,Smart TV,Reality Shows,UPI,26,899.0,23.3,1,6,0,3,7.0,0
OTT02587,Voot,Free,Delhi,46-55,Smart TV,Reality Shows,Credit Card,29,0.0,16.8,2,5,1,2,4.0,0
OTT00103,MX Player,MX Gold,Pune,46-55,Laptop,Thriller,Credit Card,21,99.0,12.3,5,2,2,0,8.0,0
OTT00941,ShemarooMe,Platinum,Surat,26-35,Laptop,Movies,Wallet,25,199.0,21.7,3,3,0,4,8.0,0
OTT02640,Zee5,Club,Ahmedabad,36-45,Smart TV,Movies,UPI,3,99.0,17.8,1,6,1,5,8.0,0
OTT02976,Zee5,Club,Kolkata,18-25,Mobile,Sports,Credit Card,17,99.0,9.9,3,4,1,2,3.0,1
OTT02447,Zee5,Club,Chennai,55+,Smart TV,Comedy,Net Banking,12,99.0,20.4,3,6,2,1,7.0,1
OTT00970,Voot,Free,Jaipur,46-55,Mobile,Comedy,UPI,43,0.0,24.8,1,0,1,0,1.0,0
OTT01710,JioCinema,Free,Jaipur,55+,Mobile,Thriller,UPI,15,0.0,3.3,5,4,2,3,4.0,0
OTT00817,Aha,Lite,Nagpur,26-35,Smart TV,Kids,Wallet,12,79.0,16.4,4,5,0,0,9.0,0
OTT00744,Prime Video India,Monthly,bengaluru,26-35,Fire Stick,Movies,Debit Card,4,179.0,16.3,2,0,3,0,3.0,0
OTT02784,SonyLIV,Premium HD,Ahmedabad,46-55,Laptop,Reality Shows,Debit Card,5,499.0,16.2,5,2,3,1,4.0,1
OTT00584,SonyLIV,Premium SD,jaipur,46-55,Fire Stick,Movies,UPI,41,299.0,4.8,1,1,0,0,9.0,0
OTT02146,Aha,Premium+,Mumbai,46-55,Tablet,Drama,Wallet,2,299.0,7.4,4,1,4,4,5.0,0
OTT01410,MX Player,Free,Mumbai,18-25,Fire Stick,Drama,Debit Card,27,0.0,17.0,4,5,1,1,3.0,0
OTT01271,Prime Video India,Quarterly,Kolkata,46-55,Fire Stick,Kids,Debit Card,16,459.0,12.5,5,1,3,0,2.0,0
OTT00368,Voot,Voot Select,Delhi,36-45,Fire Stick,Reality Shows,Net Banking,27,199.0,6.7,3,3,0,4,9.0,0
OTT01478,Voot,Free,Hyderabad,36-45,Tablet,Thriller,Debit Card,13,0.0,17.7,4,5,0,0,10.0,0
OTT02352,Voot,Voot Select,Mumbai,46-55,Tablet,Comedy,UPI,7,199.0,21.6,2,3,2,5,1.0,1
OTT00155,SonyLIV,Premium HD,Mumbai,26-35,Mobile,Reality Shows,Debit Card,7,499.0,22.4,5,1,0,5,10.0,1
OTT01426,Hotstar,Super,Chennai,36-45,Smart TV,Kids,Wallet,25,299.0,8.5,4,1,0,5,2.0,0
OTT01097,Zee5,Free,Pune,46-55,Smart TV,Drama,Net Banking,35,0.0,20.8,4,1,0,2,0.0,0
OTT00861,SonyLIV,Sports Pack,Jaipur,46-55,Fire Stick,Reality Shows,Debit Card,38,699.0,19.2,3,3,1,5,8.0,0
OTT00412,Zee5,Club & Cinema,Pune,55+,Tablet,Drama,UPI,33,249.0,5.5,2,4,2,1,2.0,0
OTT01721,MX Player,MX Gold,Delhi,18-25,Tablet,Comedy,Credit Card,31,99.0,15.0,1,5,1,2,8.0,0
OTT00184,Prime Video India,Monthly,Chennai,36-45,Tablet,Reality Shows,Debit Card,44,179.0,0.7,2,4,1,0,2.0,1
OTT01387,Hotstar,Super,Surat,46-55,Laptop,Movies,UPI,42,299.0,19.6,2,4,0,5,4.0,0
OTT00662,JioCinema,Premium 4K,Surat,36-45,Laptop,Comedy,Debit Card,46,899.0,12.4,1,4,4,3,4.0,1
OTT01415,Hotstar,Super,Bengaluru,55+,Smart TV,Movies,Net Banking,20,299.0,3.6,4,2,1,0,10.0,0
OTT00876,ShemarooMe,Platinum,Jaipur,46-55,Mobile,Kids,Net Banking,36,199.0,15.9,4,2,0,2,10.0,0
OTT00038,Voot,Free,Jaipur,36-45,Smart TV,Kids,Net Banking,24,199.0,4.9,1,1,4,2,0.0,0
OTT02733,SonyLIV,Premium SD,ahmedabad,55+,Laptop,Sports,UPI,42,199.0,11.2,3,5,1,2,6.0,0
OTT01814,Zee5,Club & Cinema,Bengaluru,55+,Smart TV,Movies,Net Banking,35,249.0,22.0,1,4,3,4,9.0,0
OTT02260,MX Player,Free,Pune,55+,Mobile,Drama,Net Banking,32,0.0,19.5,4,0,1,3,3.0,0
OTT02098,JioCinema,Free,Surat,36-45,Tablet,Thriller,Debit Card,38,0.0,5.7,2,3,4,3,8.0,0
OTT02744,Voot,Free,Ahmedabad,26-35,Tablet,Movies,UPI,25,0.0,3.4,5,1,1,2,3.0,0
OTT02414,Aha,Lite,Jaipur,26-35,Tablet,Sports,Net Banking,27,79.0,17.0,3,0,4,4,8.0,0
OTT00700,MX Player,MX Gold,Lucknow,18-25,Fire Stick,Drama,Debit Card,42,199.0,16.0,5,6,3,0,5.0,0
OTT01167,Aha,Lite,Lucknow,26-35,Tablet,Thriller,UPI,35,79.0,15.7,1,2,1,3,5.0,0
OTT00354,Prime Video India,Annual,Nagpur,26-35,Mobile,Movies,Credit Card,44,1499.0,2.6,5,3,3,5,2.0,0
OTT00242,Aha,Premium,nagpur,36-45,Smart TV,Comedy,Net Banking,26,499.0,7.4,2,1,4,4,2.0,0
OTT01325,SonyLIV,Premium SD,Surat,55+,Tablet,Reality Shows,Wallet,45,299.0,17.6,3,2,1,3,3.0,0
OTT00051,Prime Video India,Quarterly,Lucknow,26-35,Tablet,Comedy,Credit Card,37,459.0,17.2,5,1,1,0,2.0,0
OTT01591,Voot,Voot Select,Mumbai,46-55,Tablet,Comedy,Credit Card,21,199.0,11.8,3,6,2,2,10.0,1
OTT02035,Netflix India,Standard,Pune,36-45,Smart TV,Comedy,Wallet,10,499.0,6.9,3,0,4,1,5.0,0
OTT02418,MX Player,MX Gold,Jaipur,55+,Mobile,Reality Shows,UPI,39,99.0,7.5,2,2,1,2,2.0,0
OTT01034,Hotstar,Mobile,Mumbai,26-35,Laptop,Kids,Credit Card,12,149.0,22.8,4,6,4,2,9.0,0
OTT00666,Zee5,Club & Cinema,Ahmedabad,46-55,Smart TV,Kids,Debit Card,30,249.0,15.4,4,6,0,5,3.0,0
OTT02410,JioCinema,Free,Jaipur,36-45,Mobile,Reality Shows,Credit Card,45,0.0,2.7,2,5,4,2,10.0,0
OTT01519,Zee5,Club & Cinema,Nagpur,36-45,Tablet,Thriller,Debit Card,18,249.0,3.6,5,1,1,2,9.0,0
OTT01016,Prime Video India,Quarterly,Bengaluru,26-35,Tablet,Kids,Net Banking,14,199.0,2.3,1,3,3,1,6.0,0
OTT00580,JioCinema,Premium 4K,Kolkata,36-45,Fire Stick,Sports,UPI,4,899.0,16.7,1,6,4,2,0.0,0
OTT00514,Aha,Lite,Chennai,26-35,Fire Stick,Sports,UPI,16,79.0,7.4,5,0,0,1,8.0,1
